country,book,question_number,question_id,criteria_short,parent_book,scale,n_chapters_total,n_chapters_committed,all_other_unsure,mode_answer,mode_position,tie_broken,median_position,median_answer,mean_position,peak_position,peak_answer,end_answer,end_position
China,The Wandering Earth,12,q12,how physically different is space from earth?,NA,ordinal,4,4,FALSE,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5,FALSE,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),4.75,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5
China,Vagabonds,1,q1,is space something to be contested,NA,ordinal,46,44,FALSE,Moderate contestation (ongoing rivalry/disputes),3,FALSE,3,Moderate contestation (ongoing rivalry/disputes),2.8181818181818183,4,High contestation (frequent conflict or strategic struggle),NA,NA
China,Vagabonds,2,q2,can you inhabit and hold territory in space,NA,ordinal,46,44,FALSE,Habitable and governable (permanent settlements can hold territory),4,FALSE,4,Habitable and governable (permanent settlements can hold territory),4,4,Habitable and governable (permanent settlements can hold territory),NA,NA
China,Vagabonds,3,q3,how long is journey / how  far from earth,NA,ordinal,46,46,FALSE,Moderate journey (months/meaningful separation),3,FALSE,3,Moderate journey (months/meaningful separation),3.3043478260869565,4,"Long-distance journey (years, major separation from Earth)",NA,NA
China,Vagabonds,4,q4,how culturally different is space from earth?,NA,ordinal,46,46,FALSE,Distinct space culture,4,FALSE,4,Distinct space culture,4,4,Distinct space culture,NA,NA
China,Vagabonds,5,q5,do you speak same language on earth vs space ?,NA,ordinal,46,45,FALSE,Same languages as Earth,1,FALSE,1,Same languages as Earth,1,1,Same languages as Earth,NA,NA
China,Vagabonds,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,46,43,FALSE,Harsh and resource-intensive,3,FALSE,3,Harsh and resource-intensive,3.0697674418604652,5,Nearly uninhabitable / lethal without major intervention,NA,NA
China,Vagabonds,7,q7,how common is it for humans to live in space,NA,ordinal,46,44,FALSE,Common (many people live/work there),4,FALSE,4,Common (many people live/work there),4,4,Common (many people live/work there),NA,NA
China,Vagabonds,8,q8,are there different countries in space? Or just one?,NA,ordinal,46,44,FALSE,Single unified authority,2,FALSE,2,Single unified authority,2.1363636363636362,4,Multiple distinct space polities,NA,NA
China,Vagabonds,9,q9,genre of the book,NA,nominal,46,46,FALSE,Drama,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Vagabonds,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,46,44,FALSE,Entirely civilian,1,FALSE,2,Mostly civilian with some military presence,1.7954545454545454,4,Mostly military,NA,NA
China,Vagabonds,11,q11,Is space characterized like another military domain?,NA,nominal,46,44,FALSE,Like the frontier / colonial expansion,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Vagabonds,12,q12,how physically different is space from earth?,NA,ordinal,46,44,FALSE,Very different (human bodies/technology constantly challenged),4,FALSE,4,Very different (human bodies/technology constantly challenged),3.8636363636363638,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),NA,NA
Finland,Tainaron: Mail from Another City,1,q1,is space something to be contested,NA,ordinal,31,31,FALSE,No contestation,1,FALSE,1,No contestation,1.1935483870967742,2,"Low contestation (minor competition, little open conflict)",No contestation,1
Finland,Tainaron: Mail from Another City,2,q2,can you inhabit and hold territory in space,NA,ordinal,31,29,FALSE,"Visiting / Temporary presence only (stations, missions, outposts)",2,FALSE,2,"Visiting / Temporary presence only (stations, missions, outposts)",2.0689655172413794,4,Habitable and governable (permanent settlements can hold territory),"Visiting / Temporary presence only (stations, missions, outposts)",2
Finland,Tainaron: Mail from Another City,3,q3,how long is journey / how  far from earth,NA,ordinal,31,30,FALSE,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,FALSE,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5
Finland,Tainaron: Mail from Another City,4,q4,how culturally different is space from earth?,NA,ordinal,31,30,FALSE,Radically different / alien social order,5,FALSE,5,Radically different / alien social order,5,5,Radically different / alien social order,Radically different / alien social order,5
Finland,Tainaron: Mail from Another City,5,q5,do you speak same language on earth vs space ?,NA,ordinal,31,24,FALSE,"Mostly same, with dialect/slang differences",2,FALSE,2,"Mostly same, with dialect/slang differences",1.7916666666666667,4,Distinct space language(s),Same languages as Earth,1
Finland,Tainaron: Mail from Another City,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,31,27,FALSE,Manageable but risky,2,FALSE,2,Manageable but risky,1.9259259259259258,3,Harsh and resource-intensive,Harsh and resource-intensive,3
Finland,Tainaron: Mail from Another City,7,q7,how common is it for humans to live in space,NA,ordinal,31,24,FALSE,Exceptionally rare (few astronauts/explorers),1,FALSE,1,Exceptionally rare (few astronauts/explorers),1,1,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers),1
Finland,Tainaron: Mail from Another City,8,q8,are there different countries in space? Or just one?,NA,ordinal,31,20,FALSE,Single unified authority,2,FALSE,2,Single unified authority,2,2,Single unified authority,Single unified authority,2
Finland,Tainaron: Mail from Another City,9,q9,genre of the book,NA,nominal,31,30,FALSE,Drama,NA,FALSE,NA,NA,NA,NA,NA,Drama,NA
Finland,Tainaron: Mail from Another City,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,31,30,FALSE,Entirely civilian,1,FALSE,1,Entirely civilian,1,1,Entirely civilian,Entirely civilian,1
Finland,Tainaron: Mail from Another City,11,q11,Is space characterized like another military domain?,NA,nominal,31,1,FALSE,Like the frontier / colonial expansion,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
Finland,Tainaron: Mail from Another City,12,q12,how physically different is space from earth?,NA,ordinal,31,27,FALSE,Very different (human bodies/technology constantly challenged),4,TRUE,4,Very different (human bodies/technology constantly challenged),4.444444444444445,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5
Finland,The Causal Angel,1,q1,is space something to be contested,NA,ordinal,25,25,FALSE,High contestation (frequent conflict or strategic struggle),4,FALSE,4,High contestation (frequent conflict or strategic struggle),4.04,5,Total war / constant conflict,Total war / constant conflict,5
Finland,The Causal Angel,2,q2,can you inhabit and hold territory in space,NA,ordinal,25,25,FALSE,Extensive territorial occupation (many settled worlds/regions held like states or empires),5,FALSE,5,Extensive territorial occupation (many settled worlds/regions held like states or empires),5,5,Extensive territorial occupation (many settled worlds/regions held like states or empires),Extensive territorial occupation (many settled worlds/regions held like states or empires),5
Finland,The Causal Angel,3,q3,how long is journey / how  far from earth,NA,ordinal,25,25,FALSE,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,FALSE,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5
Finland,The Causal Angel,4,q4,how culturally different is space from earth?,NA,ordinal,25,25,FALSE,Radically different / alien social order,5,FALSE,5,Radically different / alien social order,5,5,Radically different / alien social order,Radically different / alien social order,5
Finland,The Causal Angel,5,q5,do you speak same language on earth vs space ?,NA,ordinal,25,25,FALSE,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),5,FALSE,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),4.92,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),5
Finland,The Causal Angel,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,25,25,FALSE,Manageable but risky,2,FALSE,2,Manageable but risky,2.4,5,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention,5
Finland,The Causal Angel,7,q7,how common is it for humans to live in space,NA,ordinal,25,25,FALSE,Normalized / widespread (space habitation is ordinary for humanity),5,FALSE,5,Normalized / widespread (space habitation is ordinary for humanity),5,5,Normalized / widespread (space habitation is ordinary for humanity),Normalized / widespread (space habitation is ordinary for humanity),5
Finland,The Causal Angel,8,q8,are there different countries in space? Or just one?,NA,ordinal,25,25,FALSE,"Highly fragmented political landscape (multipolar with many factions, corporations, colonies, microstates)",5,FALSE,5,"Highly fragmented political landscape (multipolar with many factions, corporations, colonies, microstates)",4.68,5,"Highly fragmented political landscape (multipolar with many factions, corporations, colonies, microstates)","Highly fragmented political landscape (multipolar with many factions, corporations, colonies, microstates)",5
Finland,The Causal Angel,9,q9,genre of the book,NA,nominal,25,25,FALSE,Adventure / exploration,NA,FALSE,NA,NA,NA,NA,NA,Adventure / exploration,NA
Finland,The Causal Angel,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,25,25,FALSE,Mixed civilian-military domain,3,FALSE,3,Mixed civilian-military domain,2.76,4,Mostly military,Mixed civilian-military domain,3
Finland,The Causal Angel,11,q11,Is space characterized like another military domain?,NA,nominal,25,25,FALSE,Like cyberspace / networked or abstract domain,NA,FALSE,NA,NA,NA,NA,NA,Like cyberspace / networked or abstract domain,NA
Finland,The Causal Angel,12,q12,how physically different is space from earth?,NA,ordinal,25,25,FALSE,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5,FALSE,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),4.92,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5
Finland,The Fractal Prince,1,q1,is space something to be contested,NA,ordinal,32,32,FALSE,High contestation (frequent conflict or strategic struggle),4,FALSE,4,High contestation (frequent conflict or strategic struggle),3.78125,5,Total war / constant conflict,Total war / constant conflict,5
Finland,The Fractal Prince,2,q2,can you inhabit and hold territory in space,NA,ordinal,32,32,FALSE,Extensive territorial occupation (many settled worlds/regions held like states or empires),5,FALSE,5,Extensive territorial occupation (many settled worlds/regions held like states or empires),4.875,5,Extensive territorial occupation (many settled worlds/regions held like states or empires),Extensive territorial occupation (many settled worlds/regions held like states or empires),5
Finland,The Fractal Prince,3,q3,how long is journey / how  far from earth,NA,ordinal,32,23,FALSE,Moderate journey (months/meaningful separation),3,FALSE,3,Moderate journey (months/meaningful separation),3.782608695652174,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5
Finland,The Fractal Prince,4,q4,how culturally different is space from earth?,NA,ordinal,32,32,FALSE,Radically different / alien social order,5,FALSE,5,Radically different / alien social order,5,5,Radically different / alien social order,Radically different / alien social order,5
Finland,The Fractal Prince,5,q5,do you speak same language on earth vs space ?,NA,ordinal,32,32,FALSE,Shared lingua franca plus local variation,3,FALSE,3,Shared lingua franca plus local variation,3.125,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Shared lingua franca plus local variation,3
Finland,The Fractal Prince,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,32,32,FALSE,Harsh and resource-intensive,3,FALSE,3,Harsh and resource-intensive,3.46875,5,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention,5
Finland,The Fractal Prince,7,q7,how common is it for humans to live in space,NA,ordinal,32,32,FALSE,Normalized / widespread (space habitation is ordinary for humanity),5,FALSE,5,Normalized / widespread (space habitation is ordinary for humanity),5,5,Normalized / widespread (space habitation is ordinary for humanity),Normalized / widespread (space habitation is ordinary for humanity),5
Finland,The Fractal Prince,8,q8,are there different countries in space? Or just one?,NA,ordinal,32,32,FALSE,"Highly fragmented political landscape (multipolar with many factions, corporations, colonies, microstates)",5,FALSE,5,"Highly fragmented political landscape (multipolar with many factions, corporations, colonies, microstates)",5,5,"Highly fragmented political landscape (multipolar with many factions, corporations, colonies, microstates)","Highly fragmented political landscape (multipolar with many factions, corporations, colonies, microstates)",5
Finland,The Fractal Prince,9,q9,genre of the book,NA,nominal,32,32,FALSE,Thriller / Horror / Survival,NA,FALSE,NA,NA,NA,NA,NA,Adventure / exploration,NA
